farmer_id,site_id,yield_avg
5,1,16.8551712036133
10,8,20.2140655517578
10,2238,22.4803085327148
13,7,20.598518371582
13,1239,24.7060813903809
13,1240,24.3216285705566
29,21,27.0734939575195
33,26,24.4430351257324
38,33,19.9307861328125
40,31,18.6560249328613
40,40,19.0000076293945
41,32,20.3152370452881
43,36,18.0894641876221
49,41,28.6113014221191
51,42,20.6389865875244
53,46,18.0287609100342
62,55,19.4856300354004
63,53,19.9307861328125
64,54,20.8817977905273
65,56,21.9339828491211
66,57,17.7859497070313
67,58,16.0660343170166
67,2381,21.8125762939453
69,60,10.4004306793213
69,2378,19.4249267578125
70,61,15.8839254379272
72,62,11.3514423370361
72,2379,17.5431385040283
75,67,19.3237571716309
77,72,21.6911697387695
77,2395,14.9329137802124
78,73,17.3407955169678
78,2393,23.0266342163086
80,74,18.0894641876221
80,2387,12.0191745758057
81,1100,22.3386688232422
81,1636,19.8093795776367
82,76,20.0117225646973
82,2377,21.1043739318848
83,77,19.1821155548096
84,78,12.8487796783447
85,79,12.9297180175781
86,81,6.15122699737549
89,84,22.0149192810059
92,88,22.2981986999512
93,90,23.067102432251
95,91,19.0809440612793
96,92,16.4504852294922
106,2404,19.5868015289307
117,2015,17.5836067199707
117,2428,12.1203460693359
121,121,27.1746635437012
122,108,22.8445243835449
122,2310,23.4313201904297
124,111,19.7689094543457
124,2314,20.2747688293457
134,118,25.3940467834473
146,2437,12.3833913803101
146,2438,20.1735973358154
148,129,7.46645641326904
152,133,23.674129486084
154,132,17.9275894165039
161,2216,28.4898948669434
170,143,6.98083353042603
172,146,22.9861640930176
174,148,22.7231197357178
178,156,24.0383491516113
181,157,12.7880773544312
189,2385,18.0489959716797
189,2386,15.2768974304199
190,2431,19.1214141845703
201,163,16.0660343170166
201,2421,15.2768964767456
205,168,22.6421813964844
207,167,15.5804119110107
208,169,10.623007774353
208,2254,16.2481422424316
209,170,25.0500640869141
209,2255,17.5026702880859
210,171,11.9382362365723
210,2257,15.1352558135986
211,274,17.8264179229736
211,2414,29.9265289306641
217,176,18.7369613647461
220,180,15.7422847747803
267,2418,22.0553874969482
267,2419,20.1128940582275
268,224,18.838134765625
271,225,21.8328094482422
272,226,24.179988861084
275,245,18.7167282104492
313,288,17.6443099975586
313,1933,8.68051528930664
313,1934,12.9904203414917
339,321,17.0575141906738
340,315,16.3493137359619
341,316,26.0415458679199
343,318,10.9265222549438
343,2346,15.3173656463623
345,320,21.0841407775879
345,2360,16.3695487976074
347,1144,20.558048248291
347,1145,22.4803085327148
348,322,20.1938323974609
349,324,24.0788173675537
349,2277,25.0702972412109
350,323,22.2374954223633
350,2287,21.2460155487061
353,325,22.2779655456543
357,331,13.6581525802612
364,337,14.0426044464111
373,352,14.7103357315063
375,1952,12.1608142852783
376,355,16.3088455200195
384,359,22.5814781188965
388,368,22.419605255127
397,371,20.7603912353516
399,373,17.0777492523193
404,375,19.0404758453369
405,387,15.9041595458984
405,2367,22.3791351318359
407,379,21.9946842193604
411,380,26.0213088989258
411,2371,26.365291595459
413,383,21.7923412322998
427,2515,17.9882926940918
433,512,25.6166229248047
435,405,21.954216003418
443,413,19.8498497009277
446,417,14.2854156494141
446,1984,14.2651805877686
447,419,14.0223693847656
447,1988,18.7774295806885
453,421,7.70926856994629
462,431,18.0894641876221
465,1384,15.0947875976563
465,2433,20.4973449707031
471,438,12.0191745758057
471,2358,17.2396240234375
472,462,22.4803085327148
475,453,17.8264179229736
479,477,23.6336631774902
479,2432,21.3471870422363
485,467,16.8147048950195
504,484,17.9680576324463
504,2332,11.5537853240967
505,482,22.9052276611328
520,497,22.2172622680664
527,2459,18.0085258483887
531,504,20.3557052612305
531,2481,16.0862693786621
534,508,18.7167282104492
534,2485,20.0117225646973
535,2486,13.5367469787598
535,2487,14.9329128265381
536,1642,15.8636913299561
536,2473,19.910551071167
537,506,16.0862693786621
537,2479,15.5601768493652
541,507,22.6219482421875
541,2416,26.7295112609863
545,2415,22.824291229248
559,528,24.827486038208
559,2248,24.9691257476807
562,526,24.9893608093262
577,1661,22.8849945068359
577,2480,22.5410099029541
580,550,22.1160888671875
581,543,21.4281234741211
583,542,19.4653968811035
586,842,16.2481422424316
590,541,16.9765777587891
591,540,11.978705406189
599,551,20.5175800323486
612,561,30.0479354858398
612,562,24.7263145446777
616,564,19.9510192871094
621,569,23.3099136352539
623,571,18.8583679199219
623,2276,21.4483585357666
627,576,15.8636913299561
628,577,21.2055473327637
633,580,10.1980876922607
657,601,15.8636913299561
664,609,20.4568786621094
669,1235,14.0628385543823
672,618,17.9478244781494
674,620,13.2129974365234
675,621,20.092658996582
682,625,13.9009647369385
698,633,16.4100170135498
698,634,20.2140655517578
701,637,20.1735973358154
701,638,13.5165119171143
713,658,19.6879730224609
713,659,22.0553855895996
717,654,20.7199249267578
717,656,18.4132118225098
720,649,23.8360061645508
731,669,24.604907989502
731,670,25.2524070739746
731,671,24.4632682800293
738,684,23.3301467895508
738,685,17.5633716583252
738,686,18.2311038970947
740,1745,21.7114028930664
745,691,26.7295112609863
745,692,22.3589019775391
745,693,25.8796691894531
750,2410,18.9393043518066
750,2411,14.9733819961548
755,707,20.0117225646973
756,700,17.8264179229736
758,702,25.1714687347412
760,704,23.0671005249023
764,708,17.1789207458496
765,710,19.8903160095215
771,714,22.2172622680664
779,727,23.5122566223145
779,728,22.5410099029541
779,729,16.2076740264893
780,745,24.6858463287354
780,746,16.1672058105469
780,747,16.2076740264893
785,724,21.6304664611816
785,725,14.750804901123
785,726,24.645378112793
789,731,21.1043739318848
791,734,22.5207748413086
791,735,18.8178997039795
793,739,19.9712543487549
793,740,18.6964931488037
793,741,12.9094829559326
794,737,16.4707202911377
804,760,22.5612449645996
804,761,21.3067169189453
804,762,5.07880926132202
806,758,15.0543193817139
806,759,16.9563446044922
807,753,11.3514423370361
808,754,22.318431854248
808,755,19.3844585418701
816,2458,18.4132118225098
817,763,18.0692291259766
817,764,16.0457992553711
817,765,15.7018165588379
818,768,25.110767364502
827,786,25.2726402282715
827,787,26.587869644165
827,788,24.7465496063232
833,791,16.2886123657227
836,800,24.6858444213867
836,801,22.3386669158936
837,794,24.9893608093262
847,807,20.9020309448242
850,810,10.1373844146729
855,2451,6.55591297149658
857,1052,21.3674201965332
857,1053,19.0607109069824
860,1224,14.5484619140625
860,1225,17.866886138916
860,1226,16.0457992553711
871,824,15.0138502120972
872,823,30.9382457733154
878,829,26.7092761993408
878,2304,25.9201393127441
886,2392,24.5644416809082
893,852,14.7912731170654
896,2330,22.3386688232422
899,860,23.3099136352539
906,863,14.5686960220337
906,2262,24.1395206451416
912,869,24.3620986938477
914,873,29.0159854888916
916,876,24.2811603546143
922,880,27.4579448699951
925,2272,20.9627342224121
937,898,20.598518371582
939,899,20.6996879577637
941,1282,22.9456977844238
941,1283,22.4600734710693
945,903,26.3045902252197
945,2289,27.0937271118164
947,905,21.1246089935303
947,2382,16.2683773040772
949,915,29.096923828125
949,2388,18.15016746521
969,924,22.7433528900147
969,2413,21.4078903198242
971,927,19.1618824005127
971,928,22.7028846740723
971,929,20.9627342224121
973,930,19.1821155548096
973,2398,24.827486038208
976,933,26.1629486083984
976,2297,21.9744491577148
983,940,18.6964931488037
983,2298,25.8999042510986
988,946,29.6230163574219
988,2300,27.9840354919434
992,950,30.8977756500244
992,2292,25.3535766601563
1008,2303,16.1874408721924
1009,974,29.4206714630127
1009,2294,23.8360061645508
1021,975,17.7454795837402
1025,977,20.133129119873
1025,979,15.5197086334229
1030,986,28.2470836639404
1030,2295,30.3514499664307
1037,995,17.8061847686768
1037,996,14.1437759399414
1037,997,17.037281036377
1038,1035,24.1192855834961
1038,1036,22.6624164581299
1040,993,13.4558095932007
1040,994,11.6144886016846
1042,1014,13.5772151947021
1042,1015,20.4973449707031
1042,1016,20.7806262969971
1044,998,21.6304664611816
1045,999,20.7806262969971
1045,1000,17.7859497070313
1045,1001,20.558048248291
1047,1004,19.9510192871094
1047,1005,13.3748722076416
1047,1006,18.2513389587402
1048,1030,19.728443145752
1049,1024,14.7305707931519
1054,1017,21.5495300292969
1054,1018,20.8615627288818
1055,1020,17.6240749359131
1055,1021,20.7401580810547
1055,1023,18.8988361358643
1056,1039,23.4313201904297
1056,1040,23.8157711029053
1056,1041,25.5559215545654
1078,1067,16.3695487976074
1082,1063,15.9446287155151
1083,1059,16.4707202911377
1083,1060,21.5697631835938
1087,1069,16.3897838592529
1087,1071,21.4685935974121
1090,1075,16.3088455200195
1090,1076,19.1416473388672
1098,1080,15.3780679702759
1099,1089,21.7316398620605
1099,1090,21.4281234741211
1101,1091,18.3525104522705
1101,1092,19.7891464233398
1122,1112,22.1970272064209
1138,1141,16.2279090881348
1138,1142,25.6166229248047
1141,2284,10.157618522644
1141,2285,7.20341110229492
1162,1172,18.1299324035645
1168,1180,29.27903175354
1177,2356,21.4685935974121
1177,2357,24.6251430511475
1180,1252,21.5495300292969
1180,1253,20.5782833099365
1181,1202,18.6560249328613
1181,2302,18.9595375061035
1187,1207,16.7135314941406
1187,2490,16.6730632781982
1188,1211,16.6325950622559
1188,2301,17.684778213501
1193,1220,9.02449798583984
1202,1230,19.4856300354004
1203,1236,26.5069332122803
1209,1243,22.3589019775391
1209,1244,17.8466529846191
1209,1245,20.3557052612305
1212,1250,24.2002220153809
1212,2274,22.419605255127
1213,2444,17.6645431518555
1225,1263,21.2662487030029
1225,2265,15.7220516204834
1226,1262,15.8029880523682
1226,2290,20.1938323974609
1228,1267,19.8296146392822
1228,2273,11.0883960723877
1230,1268,23.3099136352539
1230,2320,21.3269519805908
1231,1270,14.8722095489502
1231,2322,19.2832889556885
1232,1271,24.0788173675537
1232,2321,17.1384525299072
1233,1577,24.1192855834961
1233,2319,18.8178977966309
1242,1638,20.1938323974609
1243,1284,14.6091651916504
1243,1285,20.6996879577637
1244,1287,20.133129119873
1244,1288,19.4249286651611
1245,1289,18.5548534393311
1246,1290,10.5825386047363
1248,1293,17.4217319488525
1249,1292,13.1522951126099
1250,1294,19.6677398681641
1252,1298,11.7156600952148
1253,1299,18.372745513916
1255,1306,19.445161819458
1255,1307,12.1810493469238
1258,1311,23.0063991546631
1258,1312,25.8392009735107
1258,1313,25.1714687347412
1265,1322,19.3237571716309
1265,1323,21.9946842193604
1266,1328,24.645378112793
1267,1321,20.9222660064697
1269,1327,21.2864837646484
1272,1329,23.3301467895508
1277,1337,21.3876552581787
1278,1344,17.0575141906738
1280,1395,23.1885070800781
1290,1351,2.79233360290527
1291,1352,8.51864051818848
1292,1349,20.8210945129395
1295,1353,19.3035221099854
1296,1363,18.7167282104492
1298,1354,19.6475067138672
1300,1356,23.9978790283203
1300,2555,17.5026702880859
1302,1358,15.5197086334229
1302,2250,18.2311038970947
1303,1361,24.7060813903809
1303,2323,21.9339809417725
1305,2352,10.2790241241455
1308,1364,24.0788154602051
1310,1365,15.3983020782471
1310,2249,27.0330257415772
1318,1377,19.9307861328125
1324,1385,26.7902145385742
1333,1475,9.28754425048828
1333,1476,9.79340076446533
1333,1477,9.87433815002441
1339,1403,28.7731742858887
1341,1405,26.3855266571045
1369,1448,21.2257804870605
1374,1452,19.728443145752
1374,1453,19.3439903259277
1376,1460,19.4653968811035
1377,1463,20.4771118164063
1377,2592,14.7305698394775
1380,1466,13.9819011688232
1380,1467,8.92332649230957
1380,1468,10.9872245788574
1381,1470,21.5697631835938
1381,1471,18.6357898712158
1383,1469,14.3258848190308
1384,1472,25.6368579864502
1385,2593,22.3791351318359
1387,1474,17.6240749359131
1388,1480,18.4536819458008
1388,2586,17.6038417816162
1389,2587,16.1874389648438
1390,1482,15.8839254379272
1393,1484,21.3471870422363
1393,1485,21.3067188262939
1393,1486,21.8935127258301
1397,1496,14.2449474334717
1411,1506,13.1725292205811
1411,2394,11.7763624191284
1414,1508,18.797664642334
1414,2588,13.4355754852295
1420,2591,26.9520874023438
1421,1517,22.8445243835449
1421,2589,23.6134281158447
1422,1518,12.7476091384888
1422,2389,17.6240749359131
1423,1520,16.3088455200195
1423,2448,10.8455848693848
1425,1522,17.4824352264404
1425,2337,12.4643287658691
1429,1525,8.57934284210205
1429,2384,9.26730918884277
1438,1532,21.1246089935303
1439,1529,22.8647575378418
1439,1530,20.9222660064697
1439,1531,19.0000076293945
1441,1534,18.2108688354492
1442,1535,18.6964931488037
1453,2199,19.6677398681641
1454,1547,11.5740194320679
1464,1560,19.4653968811035
1466,1562,20.5378150939941
1468,1564,20.0521926879883
1484,1575,24.4025650024414
1484,2516,29.1373920440674
1486,1583,15.459005355835
1494,1590,17.3610305786133
1495,1591,19.5463333129883
1495,2328,18.9797744750977
1496,1592,23.5527248382568
1497,2207,16.5921249389648
1498,1594,18.0085258483887
1499,1595,19.4856300354004
1499,2514,15.9648628234863
1501,1597,22.8040561676025
1503,1600,23.0671005249023
1503,2202,23.7753028869629
1505,1599,14.8115072250366
1507,1602,21.5090599060059
1507,2206,18.8786010742188
1508,1604,20.375940322876
1508,2470,9.89457321166992
1519,1615,22.9861640930176
1521,1617,19.4451637268066
1525,1621,20.5175800323486
1525,2347,10.8051166534424
1536,2268,19.5058650970459
1537,2201,17.3610305786133
1592,1693,20.375940322876
1592,2339,38.930793762207
1599,1699,27.1139602661133
1615,1715,25.6975593566895
1616,1716,23.1480388641357
1619,1719,21.954216003418
1624,1724,23.289680480957
1627,1727,18.0085258483887
1627,2372,18.332275390625
1633,1733,23.3099136352539
1643,1744,22.7635879516602
1675,1774,19.263053894043
1681,1779,16.1672058105469
1687,1782,18.4941501617432
1690,1785,18.1501655578613
1699,1793,12.4845638275146
1699,2336,15.7422857284546
1700,1794,19.4653968811035
1700,2340,22.0149192810059
1702,1808,17.3407955169678
1702,2361,25.1714687347412
1703,1797,19.2225856781006
1703,2338,26.2236518859863
1707,1804,19.8903160095215
1707,2343,13.6783866882324
1712,1805,9.12566947937012
1712,2333,19.728443145752
1714,1809,24.3216285705566
1714,2334,24.3013954162598
1715,1810,19.0607109069824
1716,1811,19.0607109069824
1716,2335,21.7114028930664
1717,1812,12.4238605499268
1720,1814,18.8583679199219
1720,2345,18.5750865936279
1750,1848,18.0085277557373
1754,1853,20.4973449707031
1758,1855,21.3067169189453
1761,1859,21.1246089935303
1765,1865,22.5612449645996
1765,2288,21.0032043457031
1768,1867,14.346118927002
1768,2291,23.3503837585449
1770,1869,20.4771118164063
1771,1874,19.7486763000488
1779,1880,23.2694435119629
1779,2344,19.8903160095215
1780,1881,16.6932983398438
1780,2223,17.7050132751465
1781,1882,18.8178997039795
1785,1885,13.7390899658203
1785,2224,14.3663530349731
1789,1890,20.1938323974609
1790,1891,19.4046936035156
1792,1892,16.5516567230225
1792,2230,14.6091642379761
1799,1900,10.6432418823242
1799,2197,8.94356060028076
1801,2228,14.1842441558838
1803,1902,20.5985164642334
1803,2233,19.5868034362793
1803,2373,16.1672058105469
1806,1906,13.556981086731
1806,2326,5.9084153175354
1813,1913,10.0564470291138
1814,1912,14.2854156494141
1821,2226,12.302453994751
1828,1926,21.3067169189453
1829,1923,21.2257804870605
1830,1924,21.6709365844727
1830,2324,22.8040561676025
1831,1927,23.714599609375
1831,2349,22.2981986999512
1834,1937,18.1704006195068
1834,1938,7.36528539657593
1837,1936,17.8871212005615
1837,2231,22.9052276611328
1837,2286,21.9946842193604
1862,1962,14.2044792175293
1876,1977,14.4675245285034
1878,1979,20.133129119873
1880,1982,17.1789207458496
1880,2275,20.5378150939941
1881,1985,18.1299324035645
1881,2218,11.5335512161255
1884,1991,18.8381328582764
1886,1990,22.9659309387207
1887,1992,24.2406921386719
1887,2293,35.4302597045898
1888,2457,30.7966041564941
1889,1993,27.2151336669922
1889,2296,32.8605041503906
1898,1999,23.067102432251
1898,2281,17.401496887207
1901,2004,21.3471870422363
1901,2316,19.5058650970459
1903,2006,23.5931930541992
1904,2007,16.0660343170166
1910,2021,25.009593963623
1910,2299,21.9339809417725
1911,2022,11.2502708435059
1911,2317,20.5782833099365
1913,2029,27.1544303894043
1914,2030,8.88285732269287
1923,2045,9.36848068237305
1930,2052,5.74654102325439
1958,2084,12.1001110076904
1961,2087,21.5899982452393
1967,2093,14.6496334075928
1977,2114,19.8903160095215
1984,2118,22.0756206512451
1997,2132,15.3578338623047
2030,2171,14.9329137802124
2054,2208,19.1618824005127
2055,2209,22.1565589904785
2069,2282,10.9062881469727
2069,2283,5.22044944763184
2073,2406,19.0404777526855
2073,2407,11.6347217559814
2076,2425,24.4025650024414
2077,2426,27.3567733764648
2091,2460,22.419605255127
2102,2477,22.9254627227783
2114,2520,15.6613483428955
2115,2519,16.4100170135498
